house_bill_number,title,significance,date_filed,principal_authors,date_read,primary_referral,mother_bill_status,status
HB06365,"AN ACT UPGRADING THE SIARGAO DISTRICT HOSPITAL IN THE MUNICIPALITY OF DAPA, PROVINCE OF SURIGAO DEL NORTE INTO A LEVEL II GENERAL HOSPITAL TO BE KNOWN AS THE SIARGAO ISLAND MEDICAL CENTER, INCREASING ITS BED CAPACITY, UPGRADING ITS PROFESSIONAL HEALTH CARE SERVICES AND FACILITIES, AUTHORIZING THE INCREASE OF ITS MEDICAL PERSONNEL AND APPROPRIATING FUNDS THEREFOR",LOCAL,2020-02-20,"MATUGAS, FRANCISCO JOSE ""BINGO"" II F., CPA, CESO, LLB; TAN, ANGELINA ""HELEN"" D.L. M.D.; UNGAB, ISIDRO T.; GULLAS, EDUARDO ""EDDIE"" R.; ARROYO, MA. LOURDES T.; TY, DIEGO ""NONOY"" C.; REVILLA, STRIKE B.; DELOSO-MONTALLA, CHERYL P.; OUANO-DIZON, EMMARIE ""LOLYPOP""; CO, ANGELICA NATASHA; BARZAGA, ELPIDIO JR. F.; SAVELLANO, DEOGRACIAS VICTOR ""DV"" B.; DEFENSOR,, MICHAEL T.; CHATTO, EDGAR M.; RUIZ DAZA, PAUL; ACOP, RESURRECCION M.; ALMARIO, JOEL MAYO Z.; GONZALES, AURELIO ""DONG"" JR. D.; PADUANO, JOSEPH STEPHEN S.; QUIMBO, STELLA LUZ A.; RADAZA, PAZ C.; PALMA, WILTER ""SHARKY"" II WEE; BORDADO, GABRIEL JR. H.; ACOSTA, GIL ""KABARANGAY JR"" A.; HERNANDEZ, FERDINAND L.; ESPINA, GERARDO ""GERRYBOY"" JR. J.; GAITE, FERDINAND R.; GATCHALIAN, WESLIE T.; SUANSING, ESTRELLITA B.; SALIMBANGON, JANICE Z.; SAULOG, IRENE GAY F.; SUAREZ, DAVID ""JAY-JAY"" C.; ABUEG-ZALDIVAR, CYRILLE ""BENG"" F.; CUEVA, LEO RAFAEL M.; GATO, CIRIACO JR. B.; NIETO, JOHN MARVIN ""YUL SERVO"" C.; DY, FAUSTINO MICHAEL CARLOS III T.; ROQUE, ROGELIO NEIL P.; TIANGCO, JOHN REYNALD M.; LIMKAICHONG, JOCELYN SY; AGLIPAY, MICHAEL EDGAR Y.; RAMOS, MA. BERNADITA ""DITAS""; RIVERA, DOMINGO C.; VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; ",2020-02-24,HEALTH,,Republic Act RA11500 enacted on 2020-11-13
HB06366,"AN ACT AUTOMATICALLY CONVERTING THE CAPITAL TOWN OF PROVINCES WITH NO COMPONENT CITIES, INDEPENDENT COMPONENT CITIES OR HIGHLY URBANIZED CITIES WITHIN ITS TERRITORIAL JURISDICTION, INTO A COMPONENT CITY",NATIONAL,2020-02-20,"YAP, ERIC G.",2020-02-26,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2020-02-26
HB06367,"AN ACT CONVERTING THE MUNICIPALITY OF LA TRINIDAD, PROVINCE OF BENGUET INTO A COMPONENT CITY TO BE KNOWN AS THE CITY OF LA TRINIDAD",LOCAL,2020-02-20,"YAP, ERIC G.",2020-02-26,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2020-02-26
HB06368,AN ACT PROVIDING FOR A NATIONAL FRAMEWORK FOR STUDENTS' RIGHTS AND WELFARE,NATIONAL,2020-02-20,"RODRIGUEZ, RUFUS B.",2020-02-26,HIGHER AND TECHNICAL EDUCATION,,Pending with the Committee on HIGHER AND TECHNICAL EDUCATION since 2020-02-26
HB06369,"AN ACT STRENGTHENING THE LEGAL STAFF OF THE DEPARTMENT OF JUSTICE, RENAMING IT AS THE OFFICE OF THE CHIEF STATE COUNSEL REDEFINING, EXPANDING, RATIONALIZING AND FURTHER PROFESSIONALIZING ITS ORGANIZATION, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2020-02-20,"RODRIGUEZ, RUFUS B.",2020-02-26,JUSTICE,,Pending with the Committee on JUSTICE since 2020-02-26
HB06370,"AN ACT ESTABLISHING THE NATIONAL EDUCATION INFRASTRUCTURE AUDIT, PROMOTING A BASELINE QUALITY OF LIFE IN PUBLIC SCHOOLS, AND FOR OTHER PURPOSES",NATIONAL,2020-02-24,"SALCEDA, JOEY SARTE",2020-02-26,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2020-02-26
HB06371,"AN ACT RENEWING FOR ANOTHER TWENTY-FIVE (25) YEARS THE FRANCHISE GRANTED TO INTERNATIONAL COMMUNICATIONS CORPORATION, PRESENTLY KNOWN AS BAYAN TELECOMMUNICATIONS, INC., UNDER REPUBLIC ACT NO. 3259, ENTITLED 'AN ACT GRANTING THE INTERNATIONAL COMMUNICATIONS CORPORATION A FRANCHISE TO ESTABLISH RADIO STATIONS FOR DOMESTIC TELECOMMUNICATIONS, RADIOPHONE, BROADCASTING AND TELECASTING' AS AMENDED BY REPUBLIC ACT NOS. 4905 AND 7633",NATIONAL,2020-02-24,"TEJADA, JOSE ""PING-PING"" I.; ALVAREZ, FRANZ ""CHICOY"" E.; ",2020-02-24,LEGISLATIVE FRANCHISES,,REPUBLIC ACT RA11503 (Lapsed into law on 2020-12-20)
HB06372,"AN ACT RE-NATIONALIZING THE RAGAY DISTRICT HOSPITAL AND SIPOCOT DISTRICT HOSPITAL, LOCATED IN THE MUNICIPALITIES OF RAGAY AND SIPOCOT, CAMARINES SUR, PLACING THE SAME UNDER THE CONTROL AND SUPERVISION OF THE DEPARTMENT OF HEALTH AND APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",LOCAL,2020-02-24,"ANDAYA, MARISSA",2020-02-26,HEALTH,,Pending with the Committee on HEALTH since 2020-02-26
HB06373,"AN ACT RENEWING FOR ANOTHER TWENTY-FIVE (25) YEARS THE FRANCHISE GRANTED TO TANDAG ELECTRIC AND TELEPHONE COMPANY, INC. UNDER REPUBLIC ACT NO. 8715, ENTITLED ""AN ACT GRANTING THE TANDAG ELECTRIC AND TELEPHONE COMPANY, INC., A FRANCHISE TO CONSTRUCT, ESTABLISH, INSTALL, MAINTAIN AND OPERATE LOCAL EXCHANGE NETWORK IN THE PROVINCE OF SURIGAO DEL SUR""",LOCAL,2020-02-24,"PIMENTEL, JOHNNY TY; ALVAREZ, FRANZ ""CHICOY"" E.; ",2020-02-24,LEGISLATIVE FRANCHISES,,REPUBLIC ACT RA11514 (Lapsed into law on 2020-12-26)
HB06374,"AN ACT RENEWING FOR ANOTHER TWENTY-FIVE (25) YEARS THE FRANCHISE GRANTED TO CACERES BROADCASTING CORPORATION UNDER REPUBLIC ACT NO. 8106, ENTITLED 'AN ACT GRANTING CACERES BROADCASTING CORPORATION A FRANCHISE TO CONSTRUCT, INSTALL, OPERATE AND MAINTAIN RADIO AND TELEVISION BROACASTING STATIONS IN THE ISLAND OF LUZON AND FOR OTHER PURPOSES'",LOCAL,2020-02-24,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; ALVAREZ, FRANZ ""CHICOY"" E.; ",2020-02-24,LEGISLATIVE FRANCHISES,,REPUBLIC ACT RA11504 (Lapsed into law on 2020-12-20)
HB06375,"AN ACT CONSOLIDATING ALL SUBSEQUENT AMENDMENTS TO THE CHARTER OF THE PHILIPPINE VETERANS BANK, REENACTING FOR THE SAID PURPOSE THE PERTINENT PORTIONS OF REPUBLIC ACT NO. 3518, AS AMENDED, AND INTRODUCING FURTHER AMENDMENTS THERETO",NATIONAL,2020-02-24,"ROMUALDEZ, YEDDA MARIE K.; ROMUALDEZ, FERDINAND MARTIN G.; MENDOZA, RAYMUND DEMOCRITO C.; ",2020-02-26,BANKS AND FINANCIAL INTERMEDIARIES,"Approved by the House on 2021-01-18, transmitted to the Senate on 2021-01-19 and received by the Senate on 2021-01-19",Substituted by HB08164
HB06376,AN ACT ESTABLISHING AN ELDERLY CARE AND NURSING COMPLEX IN EVERY CITY AND PROVINCE AND APPROPRIATING FUNDS THEREFOR,NATIONAL,2020-02-24,"PEÑA, ROMULO ""KID"" JR.",2020-03-02,SENIOR CITIZENS,,Pending with the Committee on SENIOR CITIZENS since 2020-03-02
HB06377,"AN ACT TO DEFINE PUBLIC UTILITIES, PROMOTE INVESTMENT, IMPROVE REGULATION, AND ENSURE NATIONAL SECURITY BY AMENDING COMMONWEALTH ACT NO. 146, OTHERWISE KNOWN AS THE PUBLIC SERVICE ACT, AS AMENDED, AND OTHER RELATED LAWS, AND FOR OTHER PURPOSES",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,ECONOMIC AFFAIRS,,Pending with the Committee on ECONOMIC AFFAIRS since 2020-03-02
HB06378,"AN ACT AMENDING ARTICLES 183 AND 184 OF ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE REVISED PENAL CODE",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,REVISION OF LAWS,,Pending with the Committee on REVISION OF LAWS since 2020-03-02
HB06379,"AN ACT PROVIDING FOR A NATIONAL POLICY IN PREVENTING ADOLESCENT PREGNANCIES, INSTITUTIONALIZING SOCIAL PROTECTION FOR ADOLESCENT PARENTS, AND PROVIDING FUNDS THEREFOR",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,YOUTH AND SPORTS DEVELOPMENT,,Pending with the Committee on YOUTH AND SPORTS DEVELOPMENT since 2020-12-01
HB06380,"AN ACT AUGMENTING THE EMPLOYEE BENEFITS FOR THE SOLICITORS OF THE OFFICE OF THE SOLICITOR GENERAL BY PROVIDING RETIREMENT, DEATH AND SURVIVORSHIP BENEFITS, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,JUSTICE,,Pending with the Committee on JUSTICE since 2020-03-02
HB06381,"AN ACT EXPANDING THE USE OF LEGAL ASSISTANCE FUND, AMENDING FOR THE PURPOSE SECTION 26 OF REPUBLIC ACT NO. 8042, AS AMENDED, OTHERWISE KNOWN AS THE ""MIGRANT WORKERS AND OVERSEAS FILIPINOS ACT OF 1995"", AS AMENDED",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,OVERSEAS WORKERS AFFAIRS,,Pending with the Committee on OVERSEAS WORKERS AFFAIRS since 2020-03-02
HB06382,"AN ACT FURTHER EXPANDING THE JURISDICTION OF THE METROPOLITAN TRIAL COURTS, MUNICIPAL TRIAL COURTS IN CITIES, MUNICIPAL TRIAL COURTS, AND MUNICIPAL CIRCUIT TRIAL COURTS, AMENDING FOR THE PURPOSE BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS THE ""JUDICIARY REORGANIZATION ACT OF 1980,"" AS AMENDED",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,JUSTICE,,Pending with the Committee on JUSTICE since 2020-03-02
HB06383,"AN ACT CREATING THE PHILIPPINE CENTER FOR DISEASE CONTROL AND PREVENTION, DEFINING ITS POWERS AND FUNCTIONS AND FOR OTHER PURPOSES",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,HEALTH,"Approved by the House on 2021-07-28, transmitted to the Senate on 2021-07-29 and received by the Senate on 2021-07-29",Substituted by HB09560
HB06384,"AN ACT CREATING THE JUDICIARY MARSHAL SERVICE, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,JUSTICE,,Pending with the Committee on JUSTICE since 2020-03-02
HB06385,AN ACT ESTABLISHING A NATIONAL CANCER CENTER TO BE KNOWN AS THE NATIONAL CANCER CENTER OF THE PHILIPPINES AND APPROPRIATING FUNDS THEREFOR,NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,GOVERNMENT REORGANIZATION,,Pending with the Committee on GOVERNMENT REORGANIZATION since 2020-03-02
HB06386,"AN ACT INSTITUTIONALIZING THE ALTERNATIVE LEARNING SYSTEM IN BASIC EDUCATION FOR OUT-OF-SCHOOL YOUTH, ADULTS, AND CHILDREN IN SPECIAL EXTREME CASES AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2020-02-24,"HARESCO, TEODORICO JR. T.",2020-03-02,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2020-03-02
HB06387,"AN ACT AMENDING BATAS PAMBANSA BLG. 22, AN ACT PENALIZING THE MAKING OR DRAWING AND ISSUANCE OF A CHECK WITHOUT SUFFICIENT FUNDS OR CREDIT AND FOR OTHER PURPOSES",NATIONAL,2020-02-24,"VERGARA, ROSANNA ""RIA""",2020-03-02,BANKS AND FINANCIAL INTERMEDIARIES,,Pending with the Committee on BANKS AND FINANCIAL INTERMEDIARIES since 2020-03-02
HB06388,"AN ACT RATIONALIZING THE EXCISE TAX ON FIREARMS, AMMUNITION, AND ACCESSORIES THEREOF, AMENDING FOR THE PURPOSE THE NATIONAL INTERNAL REVENUE CODE OF 1997, AND FOR OTHER PURPOSES",NATIONAL,2020-02-24,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2020-03-02,WAYS AND MEANS,,Pending with the Committee on WAYS AND MEANS since 2020-03-02
HB06389,AN ACT IMPOSING ENVIRONMENTAL TAX ON PESTICIDES AND CHEMICAL FERTILIZERS,NATIONAL,2020-02-24,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2020-03-02,WAYS AND MEANS,,Pending with the Committee on WAYS AND MEANS since 2020-03-02
HB06390,AN ACT IMPOSING ECOTAX ON BATTERIES,NATIONAL,2020-02-24,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2020-03-02,WAYS AND MEANS,,Pending with the Committee on WAYS AND MEANS since 2020-03-02
HB06391,"AN ACT CONVERTING THE NORTHERN SAMAR PROVINCIAL HOSPITAL IN CATARMAN, NORTHERN SAMAR INTO THE NORTHERN SAMAR MEDICAL CENTER, INCREASING ITS BED CAPACITY TO THREE HUNDRED (300), UPGRADING ITS SERVICE FACILITIES AND PROFESSIONAL HEALTH CARE, AUTHORIZING THE INCREASE OF ITS MEDICAL PERSONNEL, PLACING THE CENTER UNDER THE SUPERVISION, CONTROL AND MANAGEMENT OF THE DEPARTMENT OF HEALTH AND APPROPRIATING FUNDS THEREFOR",LOCAL,2020-02-26,"RUIZ DAZA, PAUL; ONG, JOSE ""JUN"" JR. L.; ROMUALDEZ, FERDINAND MARTIN G.; ROMUALDEZ, YEDDA MARIE K.; ",2020-03-02,HEALTH,,Pending with the Committee on HEALTH since 2020-03-02
HB06392,AN ACT PROTECTING THE RIGHTS OF INTERNALLY DISPLACED PERSONS AND PENALIZING THE ACTS OF ARBITRARY INTERNAL DISPLACEMENT,NATIONAL,2020-02-26,"DELOSO-MONTALLA, CHERYL P.",2020-03-02,HUMAN RIGHTS,,Pending with the Committee on HUMAN RIGHTS since 2020-03-02
HB06393,"AN ACT ESTABLISHING THE NATIONAL PREVENTIVE MECHANISM AGAINST TORTURE AND OTHER CRUEL, INHUMAN AND DEGRADING TREATMENT OR PUNISHMENT IN THE PHILIPPINES, PROVIDING A FRAMEWORK FOR IMPLEMENTING OBLIGATIONS UNDER THE OPTIONAL PROTOCOL TO THE CONVENTION AGAINST TORTURE AND OTHER CRUEL, INHUMAN OR DEGRADING TREATMENT OR PUNISHMENT (OPCAT), AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2020-02-26,"DELOSO-MONTALLA, CHERYL P.",2020-03-02,HUMAN RIGHTS,,Pending with the Committee on HUMAN RIGHTS since 2020-03-02
HB06394,"AN ACT AMENDING PARAGRAPH 2 OF THE SPECIAL PROVISIONS OF ARTICLE XXII (A) OF REPUBLIC ACT NO. 11465, OTHERWISE KNOWN AS THE GENERAL APPROPRIATIONS ACT OF THE FISCAL YEAR 2020Short Title:
",NATIONAL,2020-02-26,"ALBANO, ANTONIO ""TONYPET"" T.",2020-03-02,APPROPRIATIONS,,Pending with the Committee on APPROPRIATIONS since 2020-03-02
HB06395,"AN ACT AUTHORIZING LOCAL GOVERNMENT UNITS TO ESTABLISH ADEQUATE PRIMARY CARE PROVIDER NETWORKS IN SUPPORT OF REPUBLIC ACT NO. 11223, OTHERWISE KNOWN AS THE ""UNIVERSAL HEALTH CARE ACT""",NATIONAL,2020-02-26,"QUIMBO, STELLA LUZ A.",2020-03-02,HEALTH,,Pending with the Committee on HEALTH since 2020-03-02
HB06396,"AN ACT TO PROMOTE AND STRENGTHEN THE PHILIPPINE BAMBOO INDUSTRY, PRESCRIBING ITS SCIENTIFIC PROPAGATION, PROCESSING, UTILIZATION, AND BUSINESS DEVELOPMENT AS A PRIORITY PROGRAM, AND ALLOCATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2020-02-26,"RODRIGUEZ, RUFUS B.",2020-03-02,AGRICULTURE AND FOOD,Approved on Third Reading on 2021-08-24,Substituted by HB09576
HB06397,"AN ACT CONVERTING THE NATIONAL MARITIME POLYTECHNIC (NMP) IN TACLOBAN INTO THE PHILIPPINE MERCHANT MARINE ACADEMY (PMMA) VISAYAS EXTENSION CAMPUS, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES",LOCAL,2020-02-26,"RODRIGUEZ, RUFUS B.",2020-03-02,HIGHER AND TECHNICAL EDUCATION,,Pending with the Committee on HIGHER AND TECHNICAL EDUCATION since 2020-03-02
HB06398,"AN ACT ESTABLISHING PHILIPPINE MERCHANT MARINE ACADEMY EXTENSION CAMPUS IN CAGAYAN DE ORO CITY FOR MINDANAO, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES",LOCAL,2020-02-26,"RODRIGUEZ, RUFUS B.",2020-03-02,HIGHER AND TECHNICAL EDUCATION,"Approved by the House on 2020-09-28, transmitted to the Senate on 2020-09-29 and received by the Senate on 2020-09-29",Substituted by HB07693
HB06399,"AN ACT PROVIDING FOR A NEW PASSPORT LAW, REPEALING FOR THE PURPOSE REPUBLIC ACT NO. 8239, OTHERWISE KNOWN AS THE ""PHILIPPINE PASSPORT ACT OF 1996""",NATIONAL,2020-02-26,"RODRIGUEZ, RUFUS B.",2020-03-02,FOREIGN AFFAIRS,"Approved by the House on 2021-02-09, transmitted to the Senate on 2021-02-11 and received by the Senate on 2021-02-11",Substituted by HB08513
HB06400,AN ACT PROVIDING BETTER CONDITIONS FOR INMATES BY ADJUSTING THE COST OF SUBSISTENCE ALLOWANCE PER INMATE PER DAY FROM PHP 70.00 TO PHP 100.00 AND INCREASING THE MEDICINE ALLOWANCE PER INMATE PER DAY FROM PHP 15.00 TO PHP 30.00 AND FOR OTHER PURPOSES,NATIONAL,2020-02-26,"RODRIGUEZ, RUFUS B.",2020-03-02,JUSTICE,,Pending with the Committee on JUSTICE since 2020-03-02
HB06401,"AN ACT REQUIRING ALL GRADUATING ELEMENTARY, HIGH SCHOOL AND COLLEGE STUDENTS TO PLANT AT LEAST TEN (10) TREES EACH AS A PREREQUISITE FOR GRADUATION",NATIONAL,2020-02-26,"REVILLA, STRIKE B.",2020-03-02,REFORESTATION,,Pending with the Committee on REFORESTATION since 2020-03-02
HB06402,"AN ACT PRESCRIBING A JUST AND HUMANE CODE OF CONDUCT FOR THE RESETTLEMENT OF UNDERPRIVILEGED AND HOMELESS CITIZENS, PROVIDING PENALTIES FOR VIOLATION THEREOF, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2020-02-26,"VARGAS, ALFRED",2020-03-02,HOUSING AND URBAN DEVELOPMENT,,Pending with the Committee on HOUSING AND URBAN DEVELOPMENT since 2020-03-02
HB06403,"AN ACT CONVERTING THE MEXICO EXTENSION CAMPUS OF THE DON HONORIO VENTURA STATE UNIVERSITY (DHVSU) LOCATED IN THE MUNICIPALITY OF MEXICO, PROVINCE OF PAMPANGA, INTO A SATELLITE CAMPUS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",LOCAL,2020-02-26,"GONZALES, AURELIO ""DONG"" JR. D.",2020-03-02,HIGHER AND TECHNICAL EDUCATION,"Approved by the House on 2020-09-28, transmitted to the Senate on 2020-09-29 and received by the Senate on 2020-09-29",Substituted by HB07687
HB06404,"AN ACT ESTABLISHING A TECHNICAL EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA) TRAINING AND ASSESSMENT CENTER IN QUEZON CITY, TO BE KNOWN AS THE QUEZON CITY TESDA TRAINING AND ASSESSMENT CENTER, AND APPROPRIATING FUNDS THEREFOR",LOCAL,2020-02-26,"CASTELO, PRECIOUS HIPOLITO; GO, MARK O.; UNGAB, ISIDRO T.; ",2020-03-02,HIGHER AND TECHNICAL EDUCATION,,"Approved by the House on 2020-03-09, transmitted to the Senate on 2020-03-11 and received by the Senate on 2020-03-11"
HB06405,"AN ACT TO ABROGATE THE IMPLEMENTATION OF THE MOTHER TONGUE-BASED MULTILINGUAL EDUCATION FOR STUDENTS IN KINDERGARTEN TO GRADE 3, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 10533 OTHERWISE KNOWN AS THE ""ENHANCED BASIC EDUCATION ACT OF 2013""",NATIONAL,2020-02-26,"GO, MARK O.",2020-03-02,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2020-03-02
HB06406,"AN ACT PROMOTING INCLUSIVE AND SUSTAINABLE PRODUCTIVITY GROWTH, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 6971, OTHERWISE KNOWN AS THE PRODUCTIVITY INCENTIVES ACT OF 1990",NATIONAL,2020-02-26,"GO, MARK O.",2020-03-02,LABOR AND EMPLOYMENT,,Pending with the Committee on LABOR AND EMPLOYMENT since 2020-03-02
HB06407,"AN ACT AMENDING REPUBLIC ACT 8298 ""GRANTING METRO MANILA TURF CLUB, INC., A FRANCHISE TO CONSTRUCT, OPERATE AND MAINTAIN A RACETRACK FOR HORSERACING IN THE CITY OF KALOOCAN OR ANYWHERE WITHIN THE PROVINCE OF BATANGAS, CAVITE, LAGUNA, RIZAL AND QUEZON"" AND EXTENDING THE SAID FRANCHISE BY TWENTY-FIVE (25) YEARS FROM THE EXPIRATION OF THE TERM THEREOF",LOCAL,2020-02-26,"MACAPAGAL ARROYO, JUAN MIGUEL; ROMUALDO, XAVIER JESUS D.; ",2020-03-02,LEGISLATIVE FRANCHISES,REPUBLIC ACT RA11505 (Lapsed into law on 2020-12-20),Substituted by HB06835
HB06408,"AN ACT AMENDING REPUBLIC ACT 8298 ""GRANTING METRO MANILA TURF CLUB, INC., A FRANCHISE TO CONSTRUCT, OPERATE AND MAINTAIN A RACETRACK FOR HORSERACING IN THE CITY OF KALOOCAN OR ANYWHERE WITHIN THE PROVINCE OF BATANGAS, CAVITE, LAGUNA, RIZAL AND QUEZON"" AND EXTENDING THE SAID FRANCHISE BY TWENTY-FIVE (25) YEARS FROM THE EXPIRATION OF THE TERM THEREOF",LOCAL,2020-02-27,"COLLANTES, MA. THERESA V.",2020-03-03,LEGISLATIVE FRANCHISES,REPUBLIC ACT RA11505 (Lapsed into law on 2020-12-20),Substituted by HB06835
HB06409,AN ACT CONVERTING THE PROVINCIAL SCIENCE AND TECHNOLOGY CENTER INTO PROVINCIAL SCIENCE AND TECHNOLOGY OFFICE IN EVERY PROVINCE AND APPROPRIATING FUNDS THEREFOR,NATIONAL,2020-02-27,"ACOP, RESURRECCION M.",2020-03-03,SCIENCE AND TECHNOLOGY,,Pending with the Committee on SCIENCE AND TECHNOLOGY since 2020-03-03
HB06410,"AN ACT CREATING A BARANGAY TO BE KNOWN AS BARANGAY KINAPIAN IN THE MUNICIPALITY OF SUYO, PROVINCE OF ILOCOS SUR",LOCAL,2020-02-27,"SINGSON-MEEHAN, KRISTINE",2020-03-03,LOCAL GOVERNMENT,"Approved by the House on 2021-02-10, transmitted to the Senate on 2021-02-11 and received by the Senate on 2021-02-11",Substituted by HB08561
HB06411,"AN ACT TO BE KNOWN AS ""THE PHILIPPINE GENETICALLY MODIFIED ORGANISM (GMO) LABELING ACT, THE RIGHT-TO-KNOW-ACT"" REQUIRING THE MANDATORY LABELING AND REGULATION OF FOOD WHICH ARE GMOs OR CONTAINING SUBSTANCES DERIVED FROM GMOs AND THOSE PRODUCED BY GENETIC ENGINEERING TECHNOLOGIES, PROVIDING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2020-02-27,"REYES, ALLAN BENEDICT S.",2020-03-03,TRADE AND INDUSTRY,,Pending with the Committee on TRADE AND INDUSTRY since 2020-03-03
HB06412,"AN ACT RENEWING FOR ANOTHER TWENTY-FIVE (25) YEARS THE FRANCHISE GRANTED TO INDEPENDENT TELEPHONE COMPANY, INC., UNDER REPUBLIC ACT NO. 8615 ENTITLED ""AN ACT GRANTING THE INDEPENDENT TELEPHONE CO., INC. A FRANCHISE TO CONSTRUCT, ESTABLISH, INSTALL, MAINTAIN AND OPERATE LOCAL EXCHANGE NETWORK IN THE CITY OF BIÑAN, PROVINCE OF LAGUNA""",LOCAL,2020-02-27,"ALONTE, MARLYN ""LEN"" B.",2020-03-03,LEGISLATIVE FRANCHISES,"Approved by the House on 2021-03-17, transmitted to the Senate on 2021-03-24 and received by the Senate on 2021-03-24",Substituted by HB08862
HB06413,"AN ACT DIVIDING THE PROVINCE OF MAGUINDANAO INTO TWO (2) PROVINCES, NAMELY: NORTHERN MAGUINDANAO AND SOUTHERN MAGUINDANAO",LOCAL,2020-02-27,"MANGUDADATU, ESMAEL G.; SINSUAT, DATU ROONIE SR. Q.; VILLANUEVA, NOEL L.; DATOL, FRANCISCO JR. G; FLORES, JONATHAN KEITH T.; DY, FAUSTINO ""INNO"" V A.; SANCHEZ, HECTOR S.; TEVES, JOSE ""BONG"" JR. J.; ALMARIO, JOEL MAYO Z.; LOYOLA, DAHLIA A.; NOGRALES, JUAN FIDEL FELIPE F.; ZARATE, CARLOS ISAGANI T.; SARMIENTO, EDGAR S.; ROMULO, ROMAN T.; GAITE, FERDINAND R.; AMATONG, ISAGANI S.; RODRIGUEZ, RUFUS B.; GONZALES, AURELIO ""DONG"" JR. D.; PIMENTEL, JOHNNY TY; PICHAY, PROSPERO JR. A.; AGABAS, TYRONE D.; FORTUN, LAWRENCE ""LAW"" H.; ",2020-03-02,LOCAL GOVERNMENT,,Republic Act RA11550 enacted on 2021-05-27
HB06414,AN ACT CONVERTING THE BICOL STATE COLLEGE OF APPLIED SCIENCES AND TECHNOLOGY INTO A STATE UNIVERSITY TO BE KNOWN AS THE PHILIPPINE UNIVERSITY OF SCIENCES AND TECHNOLOGY AND APPROPRIATING FUNDS THEREFOR,LOCAL,2020-03-02,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2020-03-04,HIGHER AND TECHNICAL EDUCATION,Republic Act RA11585 enacted on 2021-07-30,Substituted by HB06858
HB06415,AN ACT MANDATING THE DEPARTMENT OF EDUCATION TO INTRODUCE STRUCTURAL AND INSTITUTIONAL ADJUSTMENTS INTO THE K TO 12 CURRICULUM TO ACHIEVE GREATER EFFICIENCY AND SUCCESS ACROSS ALL KEY STAGES OF THE PROGRAM,NATIONAL,2020-03-02,"MARCOLETA, RODANTE D.",2020-03-04,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2020-03-04
HB06416,AN ACT PROVIDING FOR THE PROTECTION OF FINANCIAL CONSUMERS AND FOR OTHER PURPOSES,NATIONAL,2020-03-02,"VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.",2020-03-04,BANKS AND FINANCIAL INTERMEDIARIES,"Approved by the House on 2020-06-02, transmitted to the Senate on 2020-06-03 and received by the Senate on 2020-06-03",Substituted by HB06768
